,gene,bimodal,expo,gamma,longtail,other,winner
4257,Fbxo6,1.0,4.0,6.0,,1.0,gamma
4258,Fbxo7,,1.0,,,,expo
4259,Fbxo8,,1.0,2.0,,1.0,gamma
4260,Fbxo9,,3.0,1.0,4.0,,longtail
4261,Fbxw11,,,,,2.0,other
4262,Fbxw17,,3.0,1.0,,1.0,expo
4263,Fbxw2,,1.0,3.0,,2.0,gamma
4264,Fbxw4,,,,2.0,,longtail
4265,Fbxw5,,1.0,2.0,,,gamma
4266,Fbxw8,,5.0,1.0,,1.0,expo
4267,Fbxw9,1.0,1.0,1.0,1.0,3.0,other
4268,Fcer1a,,1.0,,,,expo
4269,Fcer1g,,,,,1.0,other
4270,Fcer2a,,1.0,1.0,,4.0,other
4271,Fcgbp,,,,,2.0,other
4272,Fcgr1,,,1.0,,,gamma
4273,Fcgr2b,,2.0,2.0,4.0,1.0,longtail
4274,Fcgr4,,,1.0,,,gamma
4275,Fcgrt,,4.0,,,,expo
4276,Fcho1,,3.0,2.0,1.0,2.0,expo
4277,Fcho2,1.0,2.0,,,1.0,expo
4278,Fchsd1,,1.0,4.0,,3.0,gamma
4279,Fchsd2,,,1.0,,,gamma
4280,Fcmr,,,1.0,,,gamma
4281,Fcnb,,,1.0,,,gamma
4282,Fcrl1,1.0,6.0,1.0,2.0,,expo
4283,Fcrls,,1.0,4.0,,1.0,gamma
4284,Fdft1,,2.0,1.0,,,expo
4285,Fdps,,7.0,1.0,,2.0,expo
4286,Fem1b,,3.0,3.0,4.0,1.0,longtail
4287,Fem1c,,2.0,1.0,,1.0,expo
4288,Fen1,,,7.0,,,gamma
4289,Fer1l3,,,,,1.0,other
4290,Fer1l4,,1.0,,,,expo
4291,Fer1l6,,1.0,,,,expo
4292,Fermt2,,1.0,,,,expo
4293,Fermt3,1.0,2.0,4.0,,,gamma
4294,Fert2,,,1.0,,3.0,other
4295,Fes,,,4.0,1.0,3.0,gamma
4296,Fez1,,,2.0,,,gamma
4297,Fez2,,,5.0,,,gamma
4298,Ffar2,,,3.0,2.0,1.0,gamma
4299,Ffar3,,2.0,4.0,,,gamma
4300,Ffar4,1.0,,,,,bimodal
4301,Fgd1,,3.0,1.0,,1.0,expo
4302,Fgd2,,,1.0,,,gamma
4303,Fgd3,,,,,1.0,other
4304,Fgf10,,1.0,,,,expo
4305,Fgf11,,,1.0,,,gamma
4306,Fgf12,,,1.0,,,gamma
4307,Fgf16,,1.0,3.0,,1.0,gamma
4308,Fgf2,1.0,1.0,5.0,,,gamma
4309,Fgf2os,,1.0,,,,expo
4310,Fgf7,,1.0,,,,expo
4311,Fgfbp1,,,1.0,,,gamma
4312,Fgfr1op,,2.0,3.0,1.0,1.0,gamma
4313,Fgfr1op2,1.0,3.0,2.0,1.0,2.0,expo
4314,Fgfr2,,,2.0,,,gamma
4315,Fgl1,1.0,,,,,bimodal
4316,Fh1,,,3.0,,1.0,gamma
4317,Fhad1,,,1.0,,,gamma
4318,Fhdc1,,,1.0,,,gamma
4319,Fhit,,1.0,5.0,,1.0,gamma
4320,Fhl2,,3.0,1.0,2.0,1.0,expo
4321,Fhl3,,1.0,1.0,,2.0,other
4322,Fhod1,,1.0,,,,expo
4323,Fhod3,,2.0,,,3.0,other
4324,Ficd,,,,,2.0,other
4325,Fig4,,,3.0,,2.0,gamma
4326,Figf,,,,,1.0,other
4327,Fign,,1.0,,,,expo
4328,Fignl1,,,7.0,,,gamma
4329,Firre,1.0,,,,,bimodal
4330,Fis1,,2.0,1.0,,,expo
4331,Fiz1,,2.0,3.0,,1.0,gamma
4332,Fkbp11,,1.0,5.0,,2.0,gamma
4333,Fkbp14,,,1.0,,,gamma
4334,Fkbp1a,,4.0,2.0,,2.0,expo
4335,Fkbp2,,2.0,1.0,,6.0,other
4336,Fkbp3,1.0,1.0,2.0,,1.0,gamma
4337,Fkbp4,,1.0,3.0,,,gamma
4338,Fkbp5,,2.0,,,1.0,expo
4339,Fkbp6,,1.0,,,,expo
4340,Fkbp7,,,3.0,,2.0,gamma
4341,Fkbp8,,1.0,3.0,,1.0,gamma
4342,Fkbpl,,1.0,2.0,,3.0,other
4343,Fkrp,,,2.0,,1.0,gamma
4344,Fktn,,4.0,,,1.0,expo
4345,Flad1,2.0,4.0,1.0,,2.0,expo
4346,Flcn,,5.0,3.0,,,expo
4347,Flii,1.0,3.0,2.0,,1.0,expo
4348,Flna,,1.0,3.0,,1.0,gamma
4349,Flnb,,1.0,3.0,,,gamma
4350,Flot1,1.0,,3.0,,5.0,other
4351,Flot2,,1.0,7.0,,2.0,gamma
4352,Flrt2,,,1.0,,,gamma
4353,Flrt3,,,,,4.0,other
4354,Flt1,,,1.0,,3.0,other
4355,Flt3l,,1.0,,,,expo
4356,Flywch1,,1.0,,,,expo
4357,Flywch2,,2.0,7.0,,,gamma
4358,Fmc1,,,,,3.0,other
4359,Fmn1,,,1.0,,,gamma
4360,Fmnl1,,1.0,1.0,1.0,2.0,other
4361,Fmnl2,1.0,1.0,1.0,,2.0,other
4362,Fmnl3,,2.0,,1.0,,expo
4363,Fmo1,,,,,1.0,other
4364,Fmo4,,,,,1.0,other
4365,Fmo5,,,,,1.0,other
4366,Fn1,,1.0,,,3.0,other
4367,Fn3k,,2.0,1.0,,1.0,expo
4368,Fn3krp,,2.0,,1.0,,expo
4369,Fndc3a,,,2.0,,3.0,other
4370,Fndc3b,,1.0,,,,expo
4371,Fndc3c1,,,1.0,,,gamma
4372,Fndc5,,2.0,3.0,,,gamma
4373,Fndc7,,1.0,,,,expo
4374,Fndc9,,1.0,,,2.0,other
4375,Fnip1,,,4.0,,1.0,gamma
4376,Fnip2,,1.0,,,,expo
4377,Focad,1.0,,,,,bimodal
4378,Folr1,,1.0,,,,expo
4379,Fos,,,6.0,,4.0,gamma
4380,Fosb,,3.0,2.0,,,expo
4381,Fosl2,,3.0,2.0,,1.0,expo
4382,Foxa1,,,2.0,,,gamma
4383,Foxa2,1.0,,,,,bimodal
4384,Foxa3,,,2.0,,,gamma
4385,Foxb1,,,1.0,,,gamma
4386,Foxc1,,,1.0,,,gamma
4387,Foxf1,,,1.0,,,gamma
4388,Foxf1a,,,1.0,,,gamma
4389,Foxi1,,,,,1.0,other
4390,Foxj2,,6.0,,2.0,,expo
4391,Foxj3,,,3.0,,4.0,other
4392,Foxk1,,2.0,,,,expo
4393,Foxk2,1.0,1.0,4.0,,2.0,gamma
4394,Foxl2os,,,1.0,,,gamma
4395,Foxm1,,3.0,5.0,,,gamma
4396,Foxn2,,3.0,3.0,,4.0,other
4397,Foxn3,,3.0,1.0,,,expo
4398,Foxo3,,1.0,,,2.0,other
4399,Foxp1,,2.0,5.0,,3.0,gamma
4400,Foxp2,,1.0,,,2.0,other
4401,Foxq1,,1.0,2.0,,1.0,gamma
4402,Foxred1,,,1.0,,5.0,other
4403,Fpgs,,,6.0,,,gamma
4404,Fpgt,,,1.0,,,gamma
4405,Fpr2,,3.0,2.0,1.0,,expo
4406,Frag1,,2.0,,,3.0,other
4407,Frap1,,1.0,,,3.0,other
4408,Frat1,,2.0,1.0,,,expo
4409,Frat2,1.0,2.0,6.0,,,gamma
4410,Frem2,,,1.0,,,gamma
4411,Frg1,,,2.0,,4.0,other
4412,Frmd4a,,,1.0,,,gamma
4413,Frmd6,,,1.0,,,gamma
4414,Frmd8,,2.0,3.0,,2.0,gamma
4415,Frmpd1,,,1.0,,,gamma
4416,Frs2,,1.0,1.0,1.0,4.0,other
4417,Frs3,,,2.0,,5.0,other
4418,Fryl,,3.0,5.0,,3.0,gamma
4419,Fscn1,2.0,4.0,,,3.0,expo
4420,Fst,,,,,1.0,other
4421,Fstl1,,1.0,,,,expo
4422,Fstl3,,1.0,,,,expo
4423,Fstl5,,1.0,,,,expo
4424,Fth1,,7.0,3.0,,2.0,expo
4425,Ftl1 ,,1.0,,,2.0,other
4426,Fto,,1.0,,,,expo
4427,Ftsj1,,2.0,,,,expo
4428,Ftsj2,,,2.0,,,gamma
4429,Ftsj3,,1.0,5.0,2.0,,gamma
4430,Fubp1,,,3.0,,2.0,gamma
4431,Fubp3,,1.0,,,6.0,other
4432,Fuca1,1.0,1.0,2.0,,1.0,gamma
4433,Fundc1,,,5.0,,,gamma
4434,Fuom,,2.0,1.0,,,expo
4435,Furin,1.0,4.0,1.0,,3.0,expo
4436,Fusip1,1.0,2.0,1.0,,,expo
4437,Fut10,2.0,1.0,,,3.0,other
4438,Fut2,,1.0,,,,expo
4439,Fut4,,1.0,5.0,,,gamma
4440,Fut7,1.0,1.0,5.0,,,gamma
4441,Fut8,1.0,,3.0,1.0,2.0,gamma
4442,Fut9,,1.0,,,,expo
4443,Fvt1,,,,,1.0,other
4444,Fxc1,,3.0,4.0,,,gamma
4445,Fxn,,,2.0,,,gamma
4446,Fxr1,,4.0,2.0,,,expo
4447,Fxyd1,,1.0,,,,expo
4448,Fxyd4,,,1.0,,,gamma
4449,Fxyd5,,1.0,5.0,2.0,2.0,gamma
4450,Fxyd6,,1.0,,,,expo
4451,Fyb,,,3.0,,,gamma
4452,Fyn,,,3.0,,,gamma
4453,Fyttd1,,,2.0,,1.0,gamma
4454,Fzd10,,,1.0,,,gamma
4455,Fzd3,,,1.0,,,gamma
4456,Fzd5,,,4.0,,2.0,gamma
4457,Fzd7,,1.0,4.0,,3.0,gamma
4458,Fzr1,,6.0,1.0,3.0,2.0,expo
4459,G3bp2,1.0,4.0,2.0,,2.0,expo
4460,G430022H21Rik,,,1.0,,,gamma
4461,G430095P16Rik,,,,1.0,,longtail
4462,G630016D24Rik,,,1.0,,,gamma
4463,G6pc3,,,3.0,,1.0,gamma
4464,G6pd2,,2.0,,,,expo
4465,G6pdx,,3.0,1.0,,,expo
4466,Gab2,,,2.0,,,gamma
4467,Gab3,,,3.0,,,gamma
4468,Gabarap,,1.0,3.0,,,gamma
4469,Gabarapl1,,3.0,1.0,5.0,,longtail
4470,Gabarapl2,,1.0,1.0,,6.0,other
4471,Gabbr1,1.0,2.0,,,,expo
4472,Gabbr2,,,1.0,,,gamma
4473,Gabpa,,,2.0,,3.0,other
4474,Gabpb1,,4.0,1.0,,,expo
4475,Gabpb2,,4.0,2.0,1.0,1.0,expo
4476,Gabra5,,,1.0,,,gamma
4477,Gabrb3,1.0,1.0,4.0,,,gamma
4478,Gabrg2,,2.0,1.0,,1.0,expo
4479,Gabrr1,,,,,1.0,other
4480,Gabrr2,,5.0,1.0,,1.0,expo
4481,Gad1,,,1.0,,,gamma
4482,Gad2,,,,,1.0,other
4483,Gadd45a,,1.0,2.0,,1.0,gamma
4484,Gadd45b,,1.0,2.0,,,gamma
4485,Gadd45g,,3.0,1.0,2.0,2.0,expo
4486,Gadd45gip1,,2.0,3.0,,1.0,gamma
4487,Gal,,,1.0,,,gamma
4488,Gal3st1,,,1.0,,,gamma
4489,Gal3st2,,3.0,1.0,,,expo
4490,Galc,,1.0,1.0,,2.0,other
4491,Gale,,8.0,2.0,,,expo
4492,Galk1,,5.0,3.0,1.0,,expo
4493,Galk2,,1.0,2.0,,1.0,gamma
4494,Galm,,2.0,1.0,,4.0,other
4495,Galnt1,,,,,2.0,other
4496,Galnt10,,2.0,,7.0,,longtail
4497,Galnt11,,5.0,2.0,,,expo
4498,Galnt12,,2.0,1.0,,,expo
4499,Galnt14,,1.0,,,,expo
4500,Galnt17,,1.0,,,,expo
4501,Galnt2,,4.0,1.0,6.0,5.0,longtail
4502,Galnt3,,1.0,4.0,1.0,1.0,gamma
4503,Galnt4,,3.0,1.0,1.0,2.0,expo
4504,Galnt6,,,1.0,,,gamma
4505,Galnt9,,,,,2.0,other
4506,Galntl1,,1.0,,,,expo
4507,Galntl2,,1.0,,,,expo
4508,Galr2,,,,,1.0,other
4509,Galr3,,,2.0,,,gamma
4510,Galt,1.0,5.0,,2.0,1.0,expo
4511,Ganab,,1.0,2.0,,,gamma
4512,Gap43,,1.0,5.0,,2.0,gamma
4513,Gapdh,1.0,3.0,1.0,,,expo
4514,Gapt,,1.0,,,,expo
4515,Gapvd1,,1.0,6.0,,,gamma
4516,Gar1,1.0,1.0,2.0,,,gamma
4517,Garem1,,1.0,,,,expo
4518,Garnl3,,1.0,3.0,,2.0,gamma
4519,Garnl4,,,1.0,,,gamma
4520,Gars,,2.0,1.0,,,expo
4521,Gart,,3.0,7.0,,1.0,gamma
4522,Gas2,,2.0,,,,expo
4523,Gas2l1,,2.0,4.0,,,gamma
4524,Gas2l3,,1.0,5.0,,,gamma
4525,Gas5,,,2.0,,1.0,gamma
4526,Gas6,1.0,,3.0,,,gamma
4527,Gas7,,2.0,1.0,,5.0,other
4528,Gas8,,1.0,2.0,,,gamma
4529,Gask1a,,,1.0,,,gamma
4530,Gask1b,,1.0,,,,expo
4531,Gata1,,,5.0,,4.0,gamma
4532,Gata2,,,1.0,,,gamma
4533,Gata6,,,,,1.0,other
4534,Gatad1,1.0,4.0,2.0,3.0,3.0,expo
4535,Gatad2a,1.0,,2.0,,3.0,other
4536,Gatb,,,3.0,,,gamma
4537,Gatc,,,2.0,,,gamma
4538,Gatd1,,1.0,,,,expo
4539,Gatd3a,,1.0,,,,expo
4540,Gatm,,,2.0,,1.0,gamma
4541,Gats,,,1.0,,3.0,other
4542,Gba,1.0,,3.0,2.0,2.0,gamma
4543,Gbas,,,1.0,,,gamma
4544,Gbe1,,3.0,1.0,,1.0,expo
4545,Gbp1,,1.0,2.0,1.0,1.0,gamma
4546,Gbp10,,,1.0,,,gamma
4547,Gbp11,,2.0,1.0,,,expo
4548,Gbp2,,,3.0,,5.0,other
4549,Gbp3,,,2.0,,3.0,other
4550,Gbp5,,3.0,1.0,2.0,1.0,expo
4551,Gbp6,,2.0,4.0,,2.0,gamma
4552,Gbp7,,,2.0,,1.0,gamma
4553,Gbp8,,,2.0,,,gamma
4554,Gbp9,,,,,1.0,other
4555,Gbx2,,,,,1.0,other
4556,Gcat,,,1.0,,,gamma
4557,Gcgr,,,,,2.0,other
4558,Gchfr,,,2.0,,,gamma
4559,Gck,,,5.0,,,gamma
4560,Gclc,,1.0,2.0,,,gamma
4561,Gclm,,,2.0,1.0,1.0,gamma
4562,Gcm2,,,1.0,,,gamma
4563,Gcn1,,,1.0,,,gamma
4564,Gcnt2,,1.0,4.0,,2.0,gamma
4565,Gcnt3,,,1.0,,,gamma
4566,Gcs1,,1.0,,,,expo
4567,Gcsam,,1.0,,,,expo
4568,Gcsh,,,2.0,,,gamma
4569,Gda,,1.0,,,,expo
4570,Gdap1,,,1.0,,,gamma
4571,Gdap10,,,2.0,,,gamma
4572,Gdap2,,1.0,,,,expo
4573,Gde1,,6.0,1.0,,1.0,expo
4574,Gdf1,,,1.0,,,gamma
4575,Gdf10,,,3.0,,1.0,gamma
4576,Gdf15,,,,,2.0,other
4577,Gdf7,,,,,1.0,other
4578,Gdi1,,1.0,2.0,,,gamma
4579,Gdi2,,4.0,3.0,,5.0,other
4580,Gdnf,,1.0,,,,expo
4581,Gdpd1,,1.0,,,3.0,other
4582,Gem,,3.0,1.0,1.0,2.0,expo
4583,Gemin2,,,,,2.0,other
4584,Gemin4,,1.0,5.0,,,gamma
4585,Gemin5,,1.0,,,,expo
4586,Gemin6,,1.0,8.0,,1.0,gamma
4587,Gemin7,,,1.0,,4.0,other
4588,Gemin8,,4.0,3.0,1.0,1.0,expo
4589,Gen1,,,,,1.0,other
4590,Gfer,,,6.0,,1.0,gamma
4591,Gfi1,,3.0,,,1.0,expo
4592,Gfi1b,,,1.0,,,gamma
4593,Gfm1,,,2.0,,,gamma
4594,Gfm2,,,,,1.0,other
4595,Gfod2,1.0,,1.0,,3.0,other
4596,Gfpt1,,4.0,1.0,,,expo
4597,Gfpt2,,5.0,,,,expo
4598,Gfra1,,,1.0,,,gamma
4599,Gfra2,,,2.0,,1.0,gamma
4600,Gfra3,,,,,2.0,other
4601,Gga1,,4.0,3.0,,,expo
4602,Gga2,,1.0,6.0,,2.0,gamma
4603,Gga3,,3.0,2.0,,,expo
4604,Ggact,,1.0,2.0,,,gamma
4605,Ggct,,,1.0,,,gamma
4606,Ggn,,,4.0,,,gamma
4607,Ggnbp1,,,1.0,,,gamma
4608,Ggnbp2,,3.0,2.0,,,expo
4609,Ggps1,,2.0,,1.0,,expo
4610,Ggt5,,4.0,3.0,,,expo
4611,Ggt7,,2.0,5.0,,,gamma
4612,Ggta1,,6.0,1.0,,2.0,expo
4613,Ghitm,1.0,4.0,,3.0,1.0,expo
4614,Ghr,,1.0,,,,expo
4615,Ghrh,1.0,,1.0,,2.0,other
4616,Gid4,,1.0,3.0,,2.0,gamma
4617,Gigyf1,,8.0,1.0,,,expo
4618,Gigyf2,,1.0,1.0,,2.0,other
4619,Gimap1,,,1.0,,,gamma
4620,Gimap4,,2.0,4.0,,,gamma
4621,Gimap5,,4.0,1.0,1.0,1.0,expo
4622,Gimap6,,2.0,6.0,,1.0,gamma
4623,Gimap7,,2.0,6.0,,,gamma
4624,Gimap8,,,1.0,,,gamma
4625,Gimap9,,1.0,2.0,,1.0,gamma
4626,Gin1,,,2.0,,,gamma
4627,Ginm1,,1.0,2.0,,1.0,gamma
4628,Gins1,,,3.0,,,gamma
4629,Gins2,,,5.0,,,gamma
4630,Gins3,,,3.0,,1.0,gamma
4631,Gins4,,,6.0,,,gamma
4632,Gipc1,1.0,4.0,5.0,,6.0,other
4633,Gipc2,,,,,1.0,other
4634,Gipc3,,,1.0,,,gamma
4635,Gipr,,,3.0,,1.0,gamma
4636,Git2,1.0,2.0,2.0,3.0,1.0,longtail
4637,Gja1,,4.0,7.0,,1.0,gamma
4638,Gjb3,,,1.0,,,gamma
4639,Gjc1,,,,1.0,,longtail
4640,Gjc2,,1.0,,,,expo
4641,Gjd3,,1.0,2.0,,,gamma
4642,Gk,,,,,1.0,other
4643,Gk5,,,,1.0,,longtail
4644,Gkap1,,6.0,5.0,,1.0,expo
4645,Gla,,2.0,3.0,,,gamma
4646,Glb1,,1.0,2.0,,3.0,other
4647,Glb1l2,,,,1.0,,longtail
4648,Glcci1,,3.0,2.0,,,expo
4649,Glce,,1.0,2.0,,1.0,gamma
4650,Gldc,1.0,2.0,5.0,1.0,2.0,gamma
4651,Gldn,,,1.0,,,gamma
4652,Gle1,,,2.0,,1.0,gamma
4653,Glg1,1.0,1.0,4.0,,1.0,gamma
4654,Gli2,,,,,1.0,other
4655,Gli3,,1.0,,,,expo
4656,Glipr2,,2.0,5.0,,3.0,gamma
4657,Glis3,,,2.0,,,gamma
4658,Glmn,,,2.0,,1.0,gamma
4659,Glo1,,1.0,2.0,,1.0,gamma
4660,Glod4,1.0,4.0,1.0,1.0,,expo
4661,Glp1r,,,1.0,,2.0,other
4662,Glrx,,1.0,2.0,,1.0,gamma
4663,Glrx3,,1.0,2.0,,1.0,gamma
4664,Glrx3 ,,,,,2.0,other
4665,Gls,,1.0,2.0,,,gamma
4666,Gls2,1.0,4.0,,,1.0,expo
4667,Glt25d1,,,2.0,,,gamma
4668,Glt28d2,,,4.0,,1.0,gamma
4669,Glt8d1,,,1.0,,5.0,other
4670,Glt8d3,1.0,,3.0,,,gamma
4671,Gltp,,1.0,,,2.0,other
4672,Glud1,,1.0,2.0,1.0,3.0,other
4673,Glul,1.0,5.0,2.0,,,expo
4674,Glyr1,,,2.0,,1.0,gamma
4675,Gm10015 ,,1.0,2.0,1.0,,gamma
4676,Gm10029,,2.0,,,,expo
4677,Gm10033,,2.0,,,,expo
4678,Gm10045,,,,,2.0,other
4679,Gm10045 ,,1.0,,2.0,,longtail
4680,Gm10052 ,,2.0,,,,expo
4681,Gm10069,,,,,1.0,other
4682,Gm10094,,,1.0,,,gamma
4683,Gm10175,,,1.0,,,gamma
4684,Gm10193,,,,,1.0,other
4685,Gm10231,,,1.0,,,gamma
4686,Gm10244,,,1.0,,,gamma
4687,Gm10257 ,,,2.0,,1.0,gamma
4688,Gm10275,,,,,1.0,other
4689,Gm10284,,1.0,,,,expo
4690,Gm10293,,1.0,,,,expo
4691,Gm10300,,1.0,,,,expo
4692,Gm10327,,1.0,,,,expo
4693,Gm10349,,,2.0,,,gamma
4694,Gm10362,,2.0,,,,expo
4695,Gm10362 ,,2.0,1.0,,1.0,expo
4696,Gm10369,,1.0,,,,expo
4697,Gm10371,,,1.0,,,gamma
4698,Gm10374,,,2.0,,,gamma
4699,Gm10419,,1.0,,,,expo
4700,Gm10420,,,2.0,,,gamma
4701,Gm10425,,1.0,,,,expo
4702,Gm10433,,,1.0,,,gamma
4703,Gm10505,,,1.0,,,gamma
4704,Gm10524,,,1.0,,,gamma
4705,Gm106,,,1.0,,,gamma
4706,Gm10612,,,1.0,,,gamma
4707,Gm10654,,,,,3.0,other
4708,Gm10676,,,,,1.0,other
4709,Gm1077,,,1.0,,,gamma
4710,Gm10778,,3.0,,,,expo
4711,Gm10804,,,,,1.0,other
4712,Gm10913 ,,1.0,2.0,,,gamma
4713,Gm11185,,1.0,,,,expo
4714,Gm11212,,,1.0,,,gamma
4715,Gm1123,,,1.0,,,gamma
4716,Gm11346,,,1.0,,,gamma
4717,Gm114,,1.0,,,,expo
4718,Gm11400,,,1.0,,,gamma
4719,Gm11410,,,1.0,,,gamma
4720,Gm11425,,,,1.0,,longtail
4721,Gm11427,,1.0,,,,expo
4722,Gm11457,,1.0,,,,expo
4723,Gm11478,,1.0,2.0,,,gamma
4724,Gm11521,,,,1.0,,longtail
4725,Gm11557,,1.0,,,,expo
4726,Gm11563,,1.0,,,2.0,other
4727,Gm11604,,,,,1.0,other
4728,Gm11611,,,1.0,,,gamma
4729,Gm11638,,,1.0,,,gamma
4730,Gm11707,,,,,1.0,other
4731,Gm11814,,1.0,,,,expo
4732,Gm11837,,1.0,,,,expo
4733,Gm11938,,,,,1.0,other
4734,Gm11944,,,,2.0,,longtail
4735,Gm11948,,1.0,,,,expo
4736,Gm11953,,,,,1.0,other
4737,Gm11998,,,1.0,,,gamma
4738,Gm12057,,1.0,,,,expo
4739,Gm12063,,,,1.0,,longtail
4740,Gm12107,,,,,1.0,other
4741,Gm12182,,,1.0,,,gamma
4742,Gm12223,,1.0,,,,expo
4743,Gm12244,,1.0,,,,expo
4744,Gm12258,,1.0,,,,expo
4745,Gm12259,,1.0,,,,expo
4746,Gm12286,,1.0,,,,expo
4747,Gm12314,,,1.0,,,gamma
4748,Gm12416,,1.0,,,,expo
4749,Gm12419,,1.0,,,,expo
4750,Gm12474,,,1.0,,,gamma
4751,Gm12500,,1.0,2.0,,1.0,gamma
4752,Gm12532,,,1.0,,,gamma
4753,Gm12534,1.0,,,,,bimodal
4754,Gm12606,,,1.0,,,gamma
4755,Gm12693,,,2.0,,,gamma
4756,Gm12696,,1.0,,,,expo
4757,Gm12709,,,1.0,,,gamma
4758,Gm12735,,1.0,,,,expo
4759,Gm12751,,,1.0,,,gamma
4760,Gm128,1.0,,2.0,,1.0,gamma
4761,Gm12816,,,2.0,,,gamma
4762,Gm12816 ,,,2.0,,,gamma
4763,Gm12843,,1.0,,,,expo
4764,Gm12902,1.0,,,,,bimodal
4765,Gm12942,,,,2.0,,longtail
4766,Gm12992,,,1.0,,,gamma
4767,Gm13053,,,1.0,,,gamma
4768,Gm13067,,1.0,,,,expo
4769,Gm13068,,1.0,,,,expo
4770,Gm13094,,1.0,,,,expo
4771,Gm13103,,,,,2.0,other
4772,Gm13139,1.0,,,,,bimodal
4773,Gm13292,,,1.0,,,gamma
4774,Gm13340,,1.0,,,,expo
4775,Gm13341,,1.0,,,,expo
4776,Gm13363,,2.0,,,,expo
4777,Gm13363 ,,2.0,,1.0,,expo
4778,Gm13394,,1.0,,,,expo
4779,Gm13423,,,1.0,,,gamma
4780,Gm13431,,,1.0,,,gamma
4781,Gm13483,,,,,1.0,other
4782,Gm13495,,,1.0,,,gamma
4783,Gm13499,,,1.0,,,gamma
4784,Gm13522,,,1.0,,,gamma
4785,Gm13542,,,,1.0,,longtail
4786,Gm13602,,,1.0,,,gamma
4787,Gm13689,,,1.0,,,gamma
4788,Gm13717,,,1.0,,,gamma
4789,Gm13748,,1.0,,,,expo
4790,Gm13777,,,2.0,,,gamma
4791,Gm13822,,,1.0,,,gamma
4792,Gm13881,,,1.0,,,gamma
4793,Gm13915,,,1.0,,,gamma
4794,Gm14002,,,1.0,,,gamma
4795,Gm14085,,,2.0,,,gamma
4796,Gm14168,,,1.0,,,gamma
4797,Gm14228,,,1.0,,,gamma
4798,Gm14277,,,2.0,,,gamma
4799,Gm14296,,,1.0,,,gamma
4800,Gm14303,,,,,1.0,other
4801,Gm14319,,,1.0,,,gamma
4802,Gm14326,,1.0,,,,expo
4803,Gm14376,,,1.0,,,gamma
4804,Gm14453,,,,1.0,,longtail
4805,Gm14508,,1.0,,,,expo
4806,Gm14548,,,1.0,,,gamma
4807,Gm14569,,,1.0,,,gamma
4808,Gm14584,,1.0,,,,expo
4809,Gm14586,,,,,2.0,other
4810,Gm14680 ,,,2.0,,1.0,gamma
4811,Gm14846,,,,,1.0,other
4812,Gm14862,,1.0,,,,expo
4813,Gm15047,,,1.0,,,gamma
4814,Gm15056,,,,,1.0,other
4815,Gm15066,,1.0,,,,expo
4816,Gm15210 ,,,2.0,,,gamma
4817,Gm15232,,1.0,,,,expo
4818,Gm15241,,,1.0,,,gamma
4819,Gm15265,,1.0,,,,expo
4820,Gm15290,,,1.0,,,gamma
4821,Gm15321,,1.0,,,,expo
4822,Gm15337,,1.0,,,,expo
4823,Gm15441,,1.0,,,,expo
4824,Gm15466,,,2.0,,,gamma
4825,Gm15478,,1.0,,,,expo
4826,Gm15483 ,,2.0,,,,expo
4827,Gm15495,,,1.0,,,gamma
4828,Gm15501 ,,1.0,1.0,,2.0,other
4829,Gm15523,,,1.0,,,gamma
4830,Gm15529,,,,,1.0,other
4831,Gm15531,,,1.0,,,gamma
4832,Gm15541,,1.0,,,,expo
4833,Gm15558,,1.0,,,,expo
4834,Gm15583,,,,,2.0,other
4835,Gm156,,1.0,,,,expo
4836,Gm15663,,,1.0,,,gamma
4837,Gm15708,,,,,1.0,other
4838,Gm1574,,1.0,,,2.0,other
4839,Gm15749,,,1.0,,,gamma
4840,Gm15772,,,,,1.0,other
4841,Gm15772 ,,,,,2.0,other
4842,Gm15774,,1.0,,,,expo
4843,Gm15776,,,,,1.0,other
4844,Gm15776 ,,,2.0,,,gamma
4845,Gm15787,,1.0,,,,expo
4846,Gm15856,,,1.0,,,gamma
4847,Gm1587,,1.0,1.0,,2.0,other
4848,Gm15899,,,1.0,,,gamma
4849,Gm15904,,,1.0,,,gamma
4850,Gm15908,,,1.0,,,gamma
4851,Gm15922,,,1.0,,,gamma
4852,Gm15931,,,1.0,,,gamma
4853,Gm15947,,1.0,,,,expo
4854,Gm15950,,,,,1.0,other
4855,Gm15983,,1.0,,,,expo
4856,Gm15987,,1.0,,,,expo
4857,Gm15999,,,1.0,,,gamma
4858,Gm16069,,1.0,,,,expo
4859,Gm16071,,1.0,,,,expo
4860,Gm16103,,1.0,,,,expo
4861,Gm16120,,,,,1.0,other
4862,Gm16124,,,1.0,,,gamma
4863,Gm16144,,1.0,,,,expo
4864,Gm16170,,,1.0,,,gamma
4865,Gm16225,,,1.0,,,gamma
4866,Gm16236,,1.0,,,,expo
4867,Gm16278,,1.0,,,,expo
4868,Gm16299,,1.0,,,,expo
4869,Gm16315,,1.0,,,,expo
4870,Gm16350,,,,1.0,,longtail
4871,Gm16510,,,1.0,,,gamma
4872,Gm16538,,,1.0,,,gamma
4873,Gm16617,,1.0,,,,expo
4874,Gm16675,,,1.0,,,gamma
4875,Gm16685,,,1.0,,,gamma
4876,Gm16712,,1.0,,,,expo
4877,Gm1673,,5.0,3.0,,,expo
4878,Gm16754,,,1.0,,,gamma
4879,Gm16853,,1.0,,,,expo
